Id,SalePrice
1674,258104.1
1675,185162.5
1676,180858.82
1677,214701.2
1678,462769.55
1679,362561.24
1680,323992.88
1681,286995.17
1682,298036.99
1683,184514.55
1684,172001.2
1685,170033.15
1686,166578.07
1687,163780.78
1688,178338.45
1689,181387.35
1690,177873.9
1691,168101.6
1692,265163.13
1693,166236.15
1694,181105.2
1695,166556.8
1696,267954.3
1697,166066.25
1698,339529.77
1699,345901.9
1700,237806.08
1701,267145.58
1702,260587.8
1703,259669.11
1704,287798.37
1705,248028.9
1706,442018.97
1707,219941.25
1708,220543.88
1709,301398.73
1710,229569.1
1711,261602.3
1712,266756.2
1713,239078.91
1714,216917.76
1715,207673.4
1716,171492.37
1717,163298.27
1718,146542.19
1719,188167.9
1720,253982.5
1721,162772.34
1722,144671.61
1723,157903.83
1724,212902.28
1725,235019.28
1726,172408.81
1727,172529.5
1728,189051.0
1729,157094.76
1730,147233.02
1731,127313.08
1732,131903.86
1733,126993.68
1734,131456.0
1735,129055.75
1736,117541.0
1737,342595.4
1738,199567.56
1739,272282.91
1740,189201.91
1741,175528.62
1742,169779.5
1743,174774.98
1744,316701.63
1745,232777.37
1746,263348.65
1747,212818.78
1748,190723.0
1749,159632.87
1750,152282.24
1751,229021.34
1752,123189.26
1753,145629.12
1754,215820.92
1755,164736.27
1756,118702.08
1757,118818.16
1758,138054.49
1759,175248.2
1760,156221.75
1761,148649.24
1762,177700.1
1763,167639.96
1764,120172.09
1765,172226.22
1766,164654.0
1767,198448.0
1768,141528.0
1769,162552.35
1770,140460.0
1771,137215.0
1772,137784.93
1773,135038.67
1774,134364.83
1775,135133.05
1776,128103.43
1777,119007.98
1778,127948.88
1779,117701.25
1780,174292.7
1781,130594.76
1782,95086.75
1783,131112.54
1784,97756.96
1785,115889.7
1786,141241.32
1787,167016.75
1788,60069.69
1789,100320.29
1790,88710.71
1791,158485.8
1792,154670.25
1793,141490.05
1794,141108.0
1795,137223.05
1796,127020.83
1797,124096.46
1798,121816.26
1799,113831.75
1800,125661.5
1801,134637.97
1802,152522.0
1803,152615.8
1804,143818.5
1805,135108.75
1806,118321.66
1807,150251.48
1808,123621.19
1809,127436.15
1810,146341.7
1811,117021.78
1812,116051.87
1813,121262.54
1814,98930.62
1815,64498.77
1816,102585.0
1817,129972.73
1818,133201.23
1819,114471.49
1820,78783.11
1821,120460.78
1822,142551.67
1823,57634.24
1824,141597.78
1825,141417.82
1826,99123.64
1827,111789.64
1828,141538.7
1829,120507.3
1830,133905.5
1831,186376.0
1832,113035.91
1833,155176.21
1834,130036.92
1835,188692.41
1836,130716.62
1837,103310.09
1838,130232.38
1839,82715.83
1840,145647.36
1841,144567.95
1842,91814.5
1843,140112.09
1844,139348.83
1845,140577.37
1846,155616.5
1847,151471.26
1848,62993.61
1849,125327.56
1850,131459.67
1851,156835.54
1852,128612.4
1853,135826.0
1854,167487.02
1855,144228.9
1856,227439.76
1857,155617.81
1858,135568.7
1859,121033.02
1860,149812.28
1861,120212.96
1862,289556.73
1863,286005.05
1864,286005.05
1865,343175.75
1866,336790.59
1867,241406.26
1868,286123.42
1869,192922.45
1870,253527.21
1871,262823.91
1872,169481.65
1873,221531.45
1874,137673.1
1875,207423.2
1876,196054.08
1877,208548.6
1878,205607.7
1879,129930.58
1880,134864.2
1881,232699.15
1882,261663.34
1883,195598.75
1884,223183.38
1885,248275.57
1886,279621.99
1887,207319.45
1888,283726.49
1889,158989.73
1890,135866.17
1891,141268.37
1892,112390.11
1893,133429.5
1894,134903.79
1895,151479.22
1896,121766.0
1897,116518.56
1898,102382.08
1899,126310.72
1900,135975.12
1901,164353.29
1902,142174.27
1903,219478.35
1904,135198.75
1905,172311.03
1906,158800.04
1907,200543.48
1908,118732.59
1909,137500.07
1910,127618.65
1911,198821.54
1912,265751.76
1913,145408.72
1914,60456.96
1915,323314.85
1916,76366.04
1917,261090.49
1918,136120.1
1919,156609.11
1920,157259.07
1921,418420.63
1922,346585.7
1923,202884.07
1924,214506.22
1925,231149.54
1926,387753.9
1927,135719.5
1928,153926.0
1929,124620.2
1930,132280.87
1931,138235.13
1932,135169.16
1933,170866.59
1934,176861.7
1935,173723.4
1936,185428.0
1937,178400.4
1938,170434.7
1939,239487.57
1940,200890.85
1941,174431.8
1942,185946.1
1943,193828.95
1944,308500.19
1945,379063.56
1946,157144.04
1947,316395.53
1948,163457.74
1949,230876.55
1950,177916.3
1951,248325.14
1952,231699.51
1953,165240.0
1954,201916.15
1955,130823.08
1956,276781.42
1957,158410.31
1958,315025.68
1959,141241.87
1960,116934.32
1961,125268.21
1962,100340.0
1963,106656.0
1964,112727.0
1965,151069.0
1966,149879.82
1967,295949.25
1968,381599.42
1969,394679.88
1970,404350.67
1971,412520.7
1972,345747.8
1973,267450.07
1974,314272.12
1975,455617.56
1976,280758.95
1977,349688.35
1978,336950.27
1979,348659.52
1980,195794.5
1981,352768.66
1982,211652.24
1983,208698.0
1984,168858.55
1985,205668.44
1986,219028.8
1987,176239.65
1988,173713.9
1989,175206.5
1990,216816.82
1991,216304.35
1992,208853.47
1993,169297.55
1994,234402.29
1995,177270.5
1996,261566.3
1997,326299.35
1998,347311.04
1999,251503.76
2000,301586.81
2001,267676.56
2002,241290.53
2003,253849.29
2004,264856.83
2005,226287.8
2006,232780.25
2007,251579.65
2008,208095.87
2009,176704.46
2010,183881.3
2011,148195.45
2012,181186.22
2013,183252.03
2014,185988.0
2015,194458.9
2016,190223.65
2017,191369.65
2018,125879.47
2019,133447.5
2020,120988.18
2021,115046.58
2022,175848.36
2023,148955.47
2024,220532.48
2025,378011.46
2026,182776.4
2027,149286.99
2028,151000.8
2029,168914.47
2030,289781.42
2031,277044.6
2032,288700.98
2033,284752.76
2034,161680.68
2035,204421.31
2036,183244.35
2037,186746.35
2038,327214.94
2039,214198.15
2040,418478.5
2041,284733.27
2042,206336.61
2043,164867.84
2044,168841.92
2045,208067.5
2046,137245.34
2047,155150.62
2048,134955.5
2049,137096.72
2050,169772.55
2051,106440.74
2052,143113.14
2053,146136.0
2054,84275.55
2055,157635.14
2056,131906.14
2057,126665.05
2058,210740.99
2059,133909.93
2060,165166.0
2061,166871.55
2062,139118.25
2063,115464.45
2064,142232.0
2065,125336.0
2066,166115.87
2067,129516.14
2068,138726.6
2069,86332.56
2070,104547.52
2071,92420.08
2072,137392.83
2073,134046.37
2074,174673.2
2075,143432.39
2076,123713.6
2077,146926.5
2078,130117.0
2079,130656.33
2080,113700.36
2081,122405.01
2082,133785.96
2083,150900.14
2084,109564.49
2085,137280.75
2086,124821.62
2087,118848.84
2088,107147.39
2089,92821.3
2090,136487.89
2091,127592.74
2092,136428.7
2093,137652.81
2094,131052.78
2095,147626.02
2096,86995.26
2097,97185.08
2098,146944.86
2099,61725.8
2100,113546.61
2101,123635.28
2102,144900.5
2103,105955.3
2104,139734.21
2105,130101.0
2106,86340.61
2107,244526.85
2108,124280.67
2109,116132.17
2110,128547.3
2111,165836.55
2112,140832.52
2113,117765.5
2114,106521.54
2115,160364.07
2116,115589.8
2117,153322.47
2118,116459.76
2119,113832.36
2120,104201.5
2121,96770.24
2122,102033.55
2123,90941.01
2124,196355.0
2125,139488.06
2126,147801.84
2127,145910.24
2128,126401.29
2129,104662.29
2130,147538.84
2131,152428.26
2132,118273.02
2133,117244.67
2134,117466.08
2135,108288.5
2136,86703.51
2137,117169.85
2138,141216.74
2139,151428.2
2140,133309.0
2141,139574.03
2142,136321.3
2143,143114.13
2144,124228.9
2145,131787.75
2146,147932.5
2147,168377.19
2148,123036.41
2149,136069.2
2150,210054.47
2151,131228.0
2152,178739.5
2153,159624.82
2154,113401.0
2155,123730.43
2156,217328.4
2157,230308.38
2158,232129.95
2159,211598.27
2160,168755.0
2161,256567.01
2162,439337.5
2163,354496.21
2164,246942.4
2165,180007.0
2166,140902.0
2167,209656.0
2168,208124.27
2169,191641.0
2170,219054.57
2171,146016.21
2172,140459.84
2173,153207.56
2174,231214.32
2175,326077.53
2176,300515.47
2177,246049.84
2178,216714.36
2179,143486.0
2180,190973.19
2181,187576.35
2182,225888.49
2183,198906.5
2184,142800.09
2185,131791.53
2186,147940.84
2187,146449.1
2188,153868.26
2189,173410.96
2190,86468.43
2191,88821.08
2192,93494.72
2193,102535.16
2194,102058.0
2195,111665.18
2196,112621.11
2197,113449.89
2198,157362.25
2199,156707.57
2200,122205.04
2201,125577.04
2202,176314.0
2203,163293.34
2204,178841.04
2205,111371.28
2206,132711.29
2207,234390.49
2208,224564.05
2209,188917.32
2210,124302.15
2211,113029.0
2212,112214.08
2213,108976.8
2214,147015.67
2215,104158.55
2216,149354.09
2217,78829.14
2218,82149.24
2219,72557.58
2220,79768.54
2221,326217.48
2222,248964.31
2223,268719.19
2224,204699.8
2225,136788.97
2226,180680.5
2227,190770.2
2228,280372.57
2229,231872.34
2230,149389.6
2231,211354.98
2232,171031.09
2233,173265.17
2234,257808.45
2235,189728.25
2236,275842.32
2237,343158.21
2238,199973.22
2239,135038.84
2240,160252.02
2241,145435.34
2242,134527.5
2243,139607.54
2244,98005.94
2245,92814.72
2246,150763.09
2247,103493.51
2248,124760.0
2249,125956.6
2250,134825.0
2251,125790.89
2252,176609.0
2253,148436.91
2254,170371.4
2255,186795.6
2256,180189.1
2257,187413.6
2258,171481.0
2259,173722.4
2260,151272.0
2261,190682.2
2262,209805.41
2263,323090.5
2264,418186.64
2265,165979.5
2266,300583.91
2267,337125.45
2268,389482.79
2269,160051.72
2270,178732.4
2271,223677.73
2272,210066.58
2273,168432.5
2274,166284.0
2275,155761.59
2276,170697.34
2277,177260.2
2278,158528.74
2279,123947.08
2280,120824.24
2281,177770.39
2282,175235.8
2283,98934.83
2284,110059.43
2285,148183.3
2286,130396.3
2287,340802.02
2288,277903.55
2289,344793.07
2290,409830.59
2291,304181.89
2292,426703.57
2293,437673.59
2294,368739.83
2295,444486.36
2296,271878.3
2297,294041.9
2298,338334.36
2299,362985.25
2300,322071.94
2301,271339.63
2302,233587.9
2303,241626.15
2304,246334.29
2305,174577.54
2306,175279.21
2307,183303.9
2308,225675.59
2309,292946.98
2310,211822.01
2311,192998.3
2312,168994.87
2313,169422.3
2314,176028.1
2315,169436.25
2316,176106.46
2317,178031.5
2318,167370.6
2319,173686.5
2320,176687.45
2321,242635.32
2322,170620.5
2323,180702.45
2324,167151.5
2325,210963.8
2326,163339.5
2327,209193.47
2328,214478.4
2329,180141.2
2330,175119.4
2331,357135.6
2332,406897.08
2333,307965.43
2334,263826.55
2335,262839.9
2336,324142.62
2337,205248.93
2338,277717.88
2339,230602.65
2340,401834.11
2341,211224.94
2342,237939.88
2343,213450.2
2344,243374.21
2345,240213.59
2346,219421.88
2347,200060.38
2348,231729.87
2349,159838.43
2350,275192.6
2351,262513.46
2352,254186.59
2353,215761.09
2354,139643.34
2355,152110.56
2356,154010.11
2357,197522.25
2358,195563.8
2359,124309.7
2360,121391.8
2361,136274.07
2362,265824.86
2363,142809.6
2364,154696.0
2365,214359.72
2366,196324.2
2367,222241.46
2368,204618.25
2369,222362.57
2370,168810.07
2371,170671.84
2372,184178.1
2373,261230.84
2374,296706.77
2375,242982.76
2376,260619.25
2377,322274.84
2378,140224.6
2379,192552.68
2380,146350.71
2381,156212.87
2382,181019.8
2383,204599.25
2384,230851.57
2385,154944.77
2386,140268.5
2387,135374.0
2388,106645.45
2389,131338.53
2390,140587.69
2391,135516.5
2392,112596.74
2393,160901.5
2394,144784.83
2395,189784.28
2396,149087.5
2397,191522.72
2398,131992.8
2399,59509.43
2400,60519.44
2401,115883.5
2402,140081.75
2403,139708.15
2404,144950.33
2405,157418.33
2406,134600.0
2407,130437.98
2408,138396.0
2409,138414.0
2410,166970.72
2411,121938.5
2412,150455.71
2413,137632.05
2414,137028.5
2415,135699.35
2416,131232.18
2417,128906.25
2418,122422.72
2419,131152.48
2420,125313.18
2421,151073.28
2422,123098.28
2423,131384.7
2424,152753.4
2425,162182.66
2426,123308.11
2427,136158.04
2428,166861.9
2429,113787.23
2430,133226.08
2431,120418.29
2432,133057.0
2433,142984.0
2434,142048.5
2435,147114.5
2436,106950.36
2437,117375.5
2438,124606.6
2439,115434.45
2440,124523.46
2441,106022.18
2442,105813.99
2443,118356.79
2444,129376.3
2445,90933.5
2446,134111.92
2447,205788.6
2448,146155.99
2449,110380.58
2450,154836.2
2451,126716.79
2452,225335.96
2453,104016.65
2454,124421.18
2455,111332.43
2456,145812.29
2457,117014.5
2458,110495.8
2459,111504.36
2460,140914.46
2461,114634.0
2462,138324.5
2463,117502.0
2464,154218.28
2465,126827.99
2466,116603.22
2467,152833.6
2468,93292.62
2469,98039.87
2470,177692.3
2471,222097.56
2472,169719.5
2473,114545.45
2474,105598.97
2475,231015.8
2476,108377.0
2477,128327.37
2478,162231.5
2479,117007.1
2480,139020.66
2481,125591.34
2482,135877.95
2483,117403.57
2484,127627.26
2485,122811.5
2486,147841.47
2487,171013.05
2488,151046.95
2489,148252.0
2490,149658.5
2491,98675.93
2492,181843.8
2493,137008.84
2494,175000.34
2495,101283.85
2496,207884.14
2497,158276.84
2498,116439.24
2499,97423.79
2500,129298.85
2501,133355.0
2502,149463.45
2503,108382.97
2504,172553.74
2505,222798.49
2506,260347.3
2507,322277.41
2508,258857.36
2509,221477.26
2510,235013.89
2511,181664.65
2512,206522.51
2513,223030.46
2514,238882.26
2515,144847.7
2516,152604.39
2517,131943.0
2518,151084.87
2519,224189.21
2520,199306.1
2521,185836.3
2522,215197.98
2523,132360.1
2524,138936.83
2525,143447.93
2526,137143.25
2527,120347.59
2528,128358.5
2529,136021.2
2530,116928.0
2531,229844.83
2532,225598.15
2533,194805.85
2534,244091.76
2535,296452.2
2536,232940.82
2537,225352.97
2538,184929.25
2539,191381.85
2540,178336.55
2541,176916.8
2542,159605.73
2543,129689.6
2544,131287.24
2545,129062.32
2546,146073.0
2547,136226.1
2548,146701.04
2549,161398.8
2550,373976.58
2551,146617.93
2552,123208.85
2553,88719.5
2554,125000.88
2555,108875.14
2556,100336.22
2557,117674.76
2558,162039.34
2559,142435.15
2560,119384.04
2561,134564.04
2562,134864.97
2563,139297.55
2564,159790.44
2565,128173.5
2566,145837.66
2567,131103.04
2568,181495.04
2569,183503.4
2570,122187.65
2571,160570.29
2572,187602.32
2573,216718.92
2574,284137.86
2575,129161.5
2576,131824.07
2577,169559.85
2578,98698.88
2579,84266.15
2580,132570.89
2581,126680.8
2582,114275.67
2583,280678.52
2584,161034.21
2585,173812.46
2586,206937.25
2587,200416.3
2588,149352.95
2589,147854.47
2590,210425.13
2591,185359.54
2592,215424.28
2593,262570.56
2594,180876.6
2595,202777.64
2596,325368.18
2597,178252.95
2598,272284.76
2599,339303.72
2600,143140.7
2601,133784.0
2602,88146.08
2603,92155.94
2604,87056.08
2605,87824.33
2606,144621.1
2607,169375.64
2608,197177.94
2609,163657.6
2610,113164.0
2611,160580.57
2612,152693.44
2613,127637.5
2614,127020.0
2615,150467.25
2616,138623.5
2617,165816.63
2618,165016.25
2619,218018.86
2620,181888.2
2621,178461.1
2622,180393.5
2623,244862.53
2624,267912.89
2625,323852.2
2626,163031.03
2627,184090.1
2628,409951.49
2629,423778.51
2630,339373.81
2631,431180.21
2632,397090.16
2633,311724.08
2634,386854.89
2635,150042.44
2636,194731.42
2637,180064.12
2638,252924.52
2639,178214.2
2640,156858.33
2641,110589.18
2642,181061.5
2643,111499.58
2644,131299.16
2645,98256.0
2646,92594.0
2647,100651.33
2648,139163.08
2649,141145.34
2650,144275.05
2651,152087.0
2652,425718.7
2653,264687.12
2654,253319.52
2655,386678.59
2656,347607.07
2657,330943.02
2658,271227.69
2659,294471.59
2660,312783.04
2661,345402.69
2662,365766.08
2663,286715.03
2664,287957.34
2665,332357.78
2666,297706.84
2667,165565.4
2668,178363.6
2669,180598.4
2670,290820.17
2671,180092.75
2672,179654.88
2673,198808.88
2674,203529.09
2675,165360.27
2676,178170.0
2677,194549.11
2678,252336.43
2679,277853.63
2680,284372.06
2681,417303.04
2682,326022.14
2683,479899.09
2684,307826.0
2685,335117.21
2686,261414.77
2687,298868.51
2688,228107.19
2689,218936.46
2690,459320.49
2691,183795.93
2692,145240.62
2693,193949.75
2694,144543.47
2695,184910.6
2696,180378.6
2697,175502.53
2698,192520.05
2699,171851.4
2700,170223.85
2701,146320.22
2702,121666.38
2703,133729.44
2704,140853.37
2705,126660.0
2706,120990.08
2707,126747.86
2708,132568.5
2709,115134.5
2710,126481.0
2711,271925.09
2712,351285.67
2713,177484.26
2714,148271.49
2715,171214.54
2716,161754.31
2717,187274.05
2718,225530.98
2719,154275.46
2720,159699.57
2721,141411.5
2722,166766.74
2723,145484.5
2724,128553.2
2725,134079.5
2726,149646.75
2727,159629.84
2728,169309.42
2729,157937.32
2730,144916.09
2731,121072.55
2732,118527.82
2733,160491.49
2734,144505.52
2735,134237.25
2736,144738.27
2737,124011.5
2738,137060.48
2739,157952.23
2740,133193.41
2741,143083.0
2742,149682.0
2743,146536.25
2744,147917.65
2745,135108.75
2746,130478.25
2747,145688.97
2748,129751.95
2749,131818.0
2750,135864.25
2751,127450.88
2752,238640.32
2753,153495.5
2754,198375.82
2755,121823.8
2756,90405.47
2757,80421.55
2758,84859.58
2759,151254.2
2760,133749.06
2761,148471.5
2762,145928.5
2763,178650.5
2764,163414.75
2765,253226.22
2766,148710.92
2767,93987.0
2768,128373.87
2769,131828.75
2770,150764.42
2771,119907.0
2772,123765.0
2773,148281.66
2774,139791.06
2775,133536.07
2776,142714.5
2777,151222.02
2778,124240.56
2779,132190.41
2780,113049.83
2781,102015.41
2782,101016.74
2783,102849.24
2784,130299.29
2785,141423.95
2786,75755.31
2787,116250.76
2788,86441.88
2789,217547.51
2790,98847.93
2791,121317.41
2792,80658.79
2793,160477.01
2794,103715.5
2795,113423.2
2796,104560.1
2797,182922.98
2798,121433.56
2799,112564.02
2800,83178.7
2801,113445.1
2802,138422.02
2803,147672.37
2804,137871.3
2805,94761.43
2806,98570.84
2807,151620.47
2808,144992.0
2809,130950.5
2810,134292.0
2811,160171.29
2812,143757.4
2813,142064.16
2814,148646.02
2815,102601.6
2816,230358.68
2817,135856.85
2818,134994.5
2819,173094.02
2820,133742.41
2821,110476.5
2822,173985.06
2823,203246.77
2824,173346.32
2825,150281.65
2826,131893.16
2827,150838.14
2828,213248.68
2829,166665.06
2830,229926.07
2831,188913.97
2832,206145.77
2833,286722.73
2834,208603.53
2835,217159.87
2836,196294.85
2837,159406.5
2838,148669.0
2839,176946.8
2840,195220.45
2841,191821.2
2842,215961.96
2843,149098.64
2844,158473.24
2845,122171.8
2846,201426.6
2847,200177.74
2848,222138.22
2849,214587.53
2850,291496.73
2851,224899.57
2852,234101.01
2853,239146.95
2854,138054.9
2855,197127.65
2856,201551.13
2857,193297.55
2858,198558.8
2859,140990.41
2860,124696.5
2861,138304.34
2862,193059.09
2863,124586.5
2864,249602.01
2865,141837.33
2866,134664.0
2867,97217.04
2868,112107.42
2869,124333.27
2870,161619.51
2871,106022.27
2872,64045.77
2873,104504.62
2874,144451.34
2875,120898.75
2876,154378.4
2877,144495.24
2878,157733.05
2879,146838.54
2880,105762.5
2881,148448.2
2882,168373.7
2883,169222.2
2884,181486.2
2885,168543.06
2886,197737.3
2887,109654.39
2888,128471.08
2889,67181.12
2890,83059.11
2891,136358.96
2892,59535.38
2893,107476.04
2894,64341.45
2895,295343.49
2896,287620.71
2897,190213.48
2898,144194.22
2899,233024.47
2900,160408.97
2901,185332.6
2902,183367.5
2903,320594.19
2904,361273.6
2905,122258.53
2906,197851.85
2907,117638.36
2908,129935.54
2909,144733.3
2910,80325.11
2911,86720.08
2912,153581.66
2913,87719.3
2914,83656.0
2915,84665.71
2916,86537.3
2917,147379.77
2918,123198.5
2919,220852.42
